#1 CAFE,2080 CENTURY PARK E STE 108,90067,2018-03-01,90,A
#1 CHINESE FAST FOOD,8606 S VERMONT AVE,90044,2018-04-24,95,A
#1 DONUTS,8509 S FIGUEROA ST # 106,90003,2018-05-01,93,A
#2 MOON BBQ,478 N WESTERN AVE,90004,2018-04-05,91,A
1 & UP ONLY STORE,11151 AVALON BLVD # 105,90061,2018-03-07,96,A
1 STREET POOL&BILLARD PARLOR,1906 E 1ST ST,90033,2018-5-32,96,A
1 WOK,5565 W MANCHESTER AVE,90045,2018-04-19,90,A
10 - E,811 W 7TH ST,90017,2018-02-01,93,A
10 - E,811 W 7TH ST,90017,2018-06-12,90,A
10 BELOW ICE CREAM,202 E 2ND ST,90012,2018-06-26,93,A
100% MEXICANA,3225 S CENTRAL AVE,90011,2018-01-09,94,A
101 ASIAN KITCHEN INC,7170 BEVERLY BLVD,90036,2018-04-04,90,A
101 COFFEE SHOP,6145 FRANKLIN AVE,90068,2018-01-22,95,A
101 COFFEE SHOP,6145 FRANKLIN AVE,90068,2018-04-25,95,A
101 COFFEE SHOP,6145 FRANKLIN AVE,90068,2018-07-30,94,A
161 STREET PIZZERIA,3252 CAHUENGA BLVD W,90068,2018-04-10,98,A
1880 CAFE,1880 CENTURY PARK E STE 103,90067,2018-03-20,90,A
1ST STREET BURGERS,3737 E 1ST ST,90063,2018-04-04,91,A
2 FOR 1 PIZZA COMPANY,1905 S WESTERN AVE # 3,90018,2018-03-13,91,A
213 BEER,3224 W OLYMPIC BLVD UNIT 103,90006,2018-01-26,91,A
21MARKET,2020 HOOPER AVE,90011,2018-07-20,96,A
23RD ST CAFE,936 W 23RD ST,90007,2018-02-23,90,A
23RD ST CAFE,936 W 23RD ST,90007,2018-05-31,95,A
24 HOUR FITNESS,9911 W PICO BLVD # A,90035,2018-02-20,97,A
24 HOUR FITNESS #490,5045 W SLAUSON AVE,90056,2018-03-16,98,A
24 HOUR FITNESS #905,505 S FLOWER ST B,90071,2018-04-12,98,A
25 DEGREES,7000 HOLLYWOOD BLVD,90028,2018-03-08,94,A
25 DEGREES,7000 HOLLYWOOD BLVD,90028,2018-07-10,91,A
2ND FLOOR LA,865 S VERMONT AVE,90005,2018-01-18,90,A
2ND FLOOR LA,865 S VERMONT AVE,90005,2018-06-05,90,A
3 MIN MINI MARKET,8861 S BROADWAY,90003,2018-06-13,91,A
3000 YEARS HEALTH CENTER,823 N BROADWAY,90012,2018-02-28,97,A
30TH STREET MARKET,2924 MAPLE AVE,90011,2018-06-26,91,A
310 COFFEE COMPANY,11623 WASHINGTON PL,90066,2018-04-23,99,A
326 BEER AND WINE,6333 W 3RD ST # #326,90036,2018-03-27,97,A
33 TAPS SILVERLAKE,3725 W SUNSET BLVD,90026,2018-03-12,96,A
33 TAPS SILVERLAKE,3725 W SUNSET BLVD,90026,2018-05-31,90,A
3RD GENERATION,808 W 7TH ST,90017,2018-02-01,91,A
3RD GENERATION,808 W 7TH ST,90017,2018-06-11,90,A
4 AMIGOS,12725 S VERMONT AVE,90044,2018-01-04,83,B
4 PLAY,2238 COTNER AVE,90064,2018-05-24,97,A
4100 BAR,1087 MANZANITA ST,90029,2018-06-07,94,A
435 NORTH FAIRFAX,435 N FAIRFAX AVE,90036,2018-06-21,92,A
48TH STREET MARKET,2371 W 48TH ST,90043,2018-06-26,97,A
4TH AVE LIQUOR,2527 54TH ST,90043,2018-06-26,97,A
4TH STREET ORCHARD,600 E 4TH ST # C201,90013,2018-04-17,97,A
5 LINE RESTAURANT,2136 W COLORADO BLVD # A,90041,2018-04-13,97,A
5 LINE RESTAURANT,2136 W COLORADO BLVD # A,90041,2018-06-11,97,A
5 STAR MARKET,2700 W VERNON AVE,90008,2018-06-21,90,A
54TH FLOOR KITCHEN,633 W 5TH ST,90071,2018-05-04,97,A
54TH ST MARKET,2731 W 54TH ST,90043,2018-06-26,97,A
55TH STREET MARKET,5428 S HOOPER AVE,90011,2018-05-29,93,A
55TH STREET MARKET,5428 S HOOPER AVE,90011,2018-05-30,83,B
5K'S MEXICAN GRILL/EL POTRILLO CAFE,210 N VIRGIL AVE,90004,2018-05-23,97,A
69TH FLOOR BAR,633 W 5TH ST,90071,2018-03-27,96,A
69TH FLOOR BAR,633 W 5TH ST,90071,2018-06-28,94,A
6TH STREET MARKET,212 W 6TH ST,90014,2018-05-07,90,A
7 24 MINI MARKET,13517 AVALON BLVD,90061,2018-03-07,95,A
7 STAR MARKET,10117 S NORMANDIE AVE,90044,2018-06-19,95,A
7-STAR COFFEE #3,650 S HILL ST STE S-1,90014,2018-06-27,99,A
700 SOUTH VERMONT CORP,700 S VERMONT AVE,90005,2018-02-13,98,A
71 ABOVE,633 W 5TH ST # 7100,90071,2018-02-22,96,A
71 ABOVE,633 W 5TH ST # 7100,90071,2018-06-28,92,A
76 STATION,105 N NORTH AVENUE 52,90042,2018-06-06,96,A
77 KENTUCKY,698 S VERMONT AVE # 101,90005,2018-02-13,97,A
77 KENTUCKY,698 S VERMONT AVE # 101,90005,2018-04-23,92,A
77 KENTUCKY,698 S VERMONT AVE # 101,90005,2018-07-16,96,A
777 MARKET,1900 S LA BREA AVE # 1,90016,2018-06-20,90,A
8 OZ POKE,7217 MELROSE AVE,90046,2018-01-04,90,A
8 OZ POKE,7217 MELROSE AVE,90046,2018-05-11,94,A
800 DEGREES NEAPOLITAN PIZZERIA,1539 N VINE ST,90028,2018-06-05,94,A
800 DEGREES DOWN TOWN LACA LLC,800 WILSHIRE BLVD,90017,2018-07-23,91,A
800 DEGREES NEAPOLITAN PIZZE,10889 LINDBROOK DR,90024,2018-01-02,91,A
800 DEGREES NEAPOLITAN PIZZE,10889 LINDBROOK DR,90024,2018-05-17,92,A
800 DEGREES PIZZERIA,380 WORLD WAY T31,90045,2018-02-15,93,A
800 DEGREES PIZZERIA,380 WORLD WAY T31,90045,2018-05-09,81,B
800 DEGREES PIZZERIA,380 WORLD WAY T31,90045,2018-05-25,94,A
82 MARKET,5204 MELROSE AVE,90038,2018-06-21,97,A
85 C BAKERY CAFE,3377 WILSHIRE BLVD # 101,90010,2018-01-30,97,A
85 CELSIUS BAKERY CAFE,700 WILSHIRE BLVD,90010,2018-05-14,94,A
88 SLT,2520 W 8TH ST 109,90057,2018-05-04,93,A
89~ DISCOUNT MORE & MORE,2222 E CESAR E CHAVEZ AVE,90033,2018-02-07,97,A
8GAH SOONDAE,2703 W 8TH ST STE D,90005,2018-04-09,94,A
8GAH SOONDAE,2703 W 8TH ST STE D,90005,2018-07-09,91,A
8TH LIQUOR MARKET,6007 8TH AVE,90043,2018-06-29,94,A
8TH STREET OK LIQUOR,749 S WESTERN AVE,90005,2018-05-25,96,A
8XPRESS CHICKEN,2748 W 8TH ST #104 -107,90005,2018-02-21,96,A
8XPRESS CHICKEN,2748 W 8TH ST #104 -107,90005,2018-05-08,90,A
8XPRESS CHICKEN,2748 W 8TH ST #104 -107,90005,2018-07-25,94,A
90 WEST LOUNGE,12740 CULVER BLVD STE #H,90066,2018-05-15,96,A
901 CLUB,2902 S FIGUEROA ST,90007,2018-01-08,94,A
901 CLUB,2902 S FIGUEROA ST,90007,2018-05-03,90,A
98 CENT SOTO DISCOUNT,2315 E 4TH ST,90033,2018-06-25,84,B
98 ST OK MARKET,9727 S FIGUEROA ST,90003,2018-06-11,95,A
98~ AND DISCOUNT,3813 GRAND VIEW BLVD,90066,2018-04-26,99,A
98~ STORE YOUR CONVENIENCE,4415 EAGLE ROCK BLVD,90041,2018-05-01,96,A
98TH DISCOUNT MARKET,9814 S FIGUEROA ST,90003,2018-06-13,95,A
99 + MAS,2901 WHITTIER BLVD STE F,90023,2018-04-02,94,A
99 AND GIFT SHOP,500 N HOOVER ST,90004,2018-03-27,95,A
99 CENT AND MARKET MATAMORO,5859 S COMPTON AVE,90001,2018-06-06,97,A
99 CENT COCO'S MINI MARKET,5112 S CENTRAL AVE,90011,2018-06-26,91,A
99 CENT MAIN  DISCOUNT,10102 S MAIN ST,90003,2018-04-11,95,A
99 CENT ONLY STORE,3060 S CRENSHAW BLVD,90016,2018-01-03,97,A
99 CENT ONLY STORE,3060 S CRENSHAW BLVD,90016,2018-05-14,95,A
99 CENTS ONLY STORE,11040 W PICO BLVD,90064,2018-02-16,92,A
99 CENTS ONLY STORE,422 E WASHINGTON BLVD,90023,2018-05-01,91,A
99 CENTS ONLY STORE #013,1516 W PICO BLVD,90015,2018-02-22,91,A
99 CENTS ONLY STORE #016,601 S FAIRFAX AVE,90048,2018-07-05,93,A
99 CENTS ONLY STORE #051,2606 N BROADWAY,90031,2018-06-27,98,A
99 CENTS ONLY STORE #059,3451 E WHITTIER BLVD,90023,2018-04-02,97,A
99 CENTS ONLY STORE #063,5270 SUNSET BLVD,90029,2018-01-09,97,A
99 CENTS ONLY STORE #135,650 S ALVARADO ST,90057,2018-06-13,91,A
99 CENTS ONLY STORE #3114,12741 W WASHINGTON BLVD,90066,2018-05-10,95,A
99 CENTS ONLY STORE #84,852 N LA BREA AVE,90036,2018-02-20,96,A
99 CENTS OUTLET,425 E IMPERIAL HWY UNIT D,90061,2018-02-15,99,A
99 CENTS STUFF & THINGS,8608 S VERMONT AVE,90044,2018-06-19,95,A
99 CENTS UP BUENA VISTA,1931 W 6TH ST,90057,2018-02-07,95,A
99+ BARGAINS,2211 W WASHINGTON BLVD,90018,2018-05-17,96,A
99~ PLUS & BEAUTY SUPPLY,8221 S NORMANDIE AVE,90044,2018-02-16,96,A
99~ PLUS & BEAUTY SUPPLY,8221 S NORMANDIE AVE,90044,2018-07-05,94,A
9TH STREET & PASTA,227 E 9TH ST,90014,2018-05-08,90,A
A & G FOOD MART,901 S LA BREA AVE STE #5,90036,2018-01-12,96,A
A & J FISH TOWN,12003 AVALON BLVD STE 103,90061,2018-01-29,95,A
A & J FISH TOWN,12003 AVALON BLVD STE 103,90061,2018-04-25,96,A
A & J FISH TOWN,12003 AVALON BLVD STE 103,90061,2018-07-17,93,A
A & J MARKET,200 E VERNON AVE,90001,2018-03-12,97,A
A & J MEAT CATERING SERVICE,545 S EUCLID AVE,90063,2018-06-12,93,A
A & M DISCOUNT,4159 BEVERLY BLVD,90004,2018-03-07,98,A
A & N LIQUOR,7831 S ALAMEDA ST,90001,2018-06-05,93,A
A & S MARKET,10867 VENICE BLVD,90034,2018-02-20,92,A
A & S MARKET,10867 VENICE BLVD,90034,2018-05-02,96,A
A & W MARKET,1582 1/2 W VERNON AVE,90062,2018-06-27,95,A
A &T BURGERS,9401 S AVALON BLVD,90003,2018-03-22,90,A
A &T BURGERS,9401 S AVALON BLVD,90003,2018-07-05,94,A
A AND T BURGERS,11318 S AVALON BLVD,90059,2018-02-21,97,A
A AND T BURGERS,11318 S AVALON BLVD,90059,2018-05-09,93,A
A AND T BURGERS,11318 S AVALON BLVD,90059,2018-07-18,94,A
A B C EXPRESS,1822 W 7TH ST,90057,2018-04-18,97,A
A CAFE,4001 WILSHIRE BLVD STE B,90010,2018-03-20,97,A
A M OIL,105 E IMPERIAL HWY,90061,2018-04-11,100,A
A MAGIC FOREST,12512 W WASHINGTON BLVD,90066,2018-04-26,100,A
A MI JAPANESE RESTAURANT,1051 BROXTON AVE,90024,2018-01-09,92,A
A MI JAPANESE RESTAURANT,1051 BROXTON AVE,90024,2018-05-23,90,A
A MI JAPANESE RESTAURANT,1051 BROXTON AVE,90024,2018-05-24,100,A
A VOTRE SANTE/SANTE BISTRO,13016 SAN VICENTE BLVD,90049,2018-02-22,97,A
A WON JAPANESE RESTAURANT,913 S VERMONT AVE,90006,2018-03-05,90,A
A WON JAPANESE RESTAURANT,913 S VERMONT AVE,90006,2018-06-21,90,A
A-1 BURGERS,2915 W VERNON AVE,90008,2018-02-14,97,A
A-FRAME,12565 W WASHINGTON BLVD,90066,2018-02-01,90,A
A.B.C. MARKET,2100 WORKMAN ST,90031,2018-04-04,97,A
A' BLOC BICYCLE CAFE,5025 E YORK BLVD,90042,2018-04-10,97,A
A&A LIQUOR,111 1/2 S VERMONT AVE,90004,2018-01-16,96,A
A&A LIQUOR,6200 W MANCHESTER AVE,90045,2018-04-19,93,A
A&A LIQUOR,111 1/2 S VERMONT AVE,90004,2018-07-10,94,A
A&A MARKET,6709 S NORMANDIE AVE,90044,2018-01-16,98,A
A&A SHINE BARGAIN,735 S VERMONT AVE,90005,2018-07-05,90,A
A&E RAMIREZ,2971 E 8TH ST,90023,2018-03-05,98,A
A&M LIQUORS,11700 WASHINGTON PL,90066,2018-05-18,96,A
A&S LIQUOR MARKET,3088 W PICO BLVD,90006,2018-06-07,93,A
A&Z NUT WAGON,816 S LORENA ST,90023,2018-06-06,83,B
A&Z NUT WAGON,816 S LORENA ST,90023,2018-06-13,100,A
A1 HOA SUPERMARKET,860 N HILL ST,90012,2018-01-25,91,A
A1 HOA SUPERMARKET,860 N HILL ST,90012,2018-06-08,91,A
AA CHINESE EXPRESS FAST FOOD,5101 S AVALON BLVD,90011,2018-04-03,90,A
AA CHINESE EXPRESS FAST FOOD,5101 S AVALON BLVD,90011,2018-07-23,95,A
AA MINI MARKET,12810 VENICE BLVD,90066,2018-04-26,98,A
ABARROTES SIERRA JUAREZ,1306 S MAGNOLIA AVE,90006,2018-06-20,90,A
ABBY'S DINER,4862 EAGLE ROCK BLVD,90041,2018-05-03,94,A
ABC CHINESE FOOD,100 W 7TH ST,90014,2018-04-16,93,A
ABC DONUTS,3027 N SAN FERNANDO RD UNIT 103,90065,2018-04-25,92,A
ABC DONUTS,3027 N SAN FERNANDO RD UNIT 103,90065,2018-07-31,91,A
ABC EXPRESS CHINESE FOOD,1901 S ALAMEDA ST STE 102-B,90058,2018-04-18,94,A
ABC EXPRESS CHINESE FOOD,1901 S ALAMEDA ST STE 102-B,90058,2018-07-11,97,A
ABC RESTAURANT,708 NEW HIGH ST,90012,2018-02-15,90,A
ABC RESTAURANT,708 NEW HIGH ST,90012,2018-06-14,90,A
ABE'S CHEVRON SERVICE,2065 S LA CIENEGA BLVD,90044,2018-03-20,98,A
ABHIRUCHI GRILL,10823 VENICE BLVD,90034,2018-03-27,96,A
ABHIRUCHI GRILL,10823 VENICE BLVD,90034,2018-06-27,95,A
ABIC LIQUORS,3115 S WESTERN AVE,90018,2018-04-11,96,A
ABRAM FRIEDMAN OCCUP CNETER,1646 S OLIVE ST,90015,2018-05-23,94,A
ABSOLUTE CAVIAR,7512 W SUNSET BLVD,90046,2018-04-05,92,A
ABSOLUTELY PHOBULOUS,350 N LA CIENEGA BLVD,90048,2018-02-28,90,A
ABSOLUTELY PHOBULOUS,350 N LA CIENEGA BLVD,90048,2018-06-06,90,A
AC GROCERY,1614 N WESTERN AVE,90027,2018-01-09,98,A
ACA GRILL,3062 W 8TH ST,90005,2018-01-03,90,A
ACA GRILL,1300 S SAN PEDRO ST STE 220,90015,2018-05-01,91,A
ACA GRILL,3062 W 8TH ST,90005,2018-05-31,92,A
ACADEMY LA,6021 HOLLYWOOD BLVD,90028,2018-05-08,98,A
ACADEMY LA,6021 HOLLYWOOD BLVD,90028,2018-05-08,98,A
ACADEMY LA - KITCHEN & LIVING ROOM BAR,6021 HOLLYWOOD BLVD,90028,2018-05-08,95,A
ACAPULCO GROCERS,9006 COMPTON AVE,90002,2018-02-13,96,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,99,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,99,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,94,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,99,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,93,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,94,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-04-30,99,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,97,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,97,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,98,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,97,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,98,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,96,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,90015,2018-07-20,99,A
ACE SUSHI @ SUPERKING #2,2716 N SAN FERNANDO RD,90065,2018-06-26,97,A
ACE SUSHI @ VONS,4030 S CENTINELA AVE,90066,2018-01-24,95,A
ACE SUSHI @ VONS,4030 S CENTINELA AVE,90066,2018-07-19,96,A
ACE SUSHI @ VONS #2077,3118 S SEPULVEDA BLVD,90034,2018-05-29,97,A
ADAIR MARKET,3600 ADAIR ST,90011,2018-04-06,96,A
ADAM LIQUOR,255 E ADAMS BLVD,90011,2018-04-09,99,A
ADAMS BARGAIN,4350 W ADAMS BLVD,90018,2018-06-27,93,A
ADAMS LAS RANAS CAFE RESTAUR,5237 W ADAMS BLVD,90016,2018-01-02,91,A
ADAMS LAS RANAS CAFE RESTAUR,5237 W ADAMS BLVD,90016,2018-05-29,93,A
ADAMS MEAT AND GROCERY MARKET,1674 1/2 W ADAMS BLVD,90007,2018-02-09,97,A
ADAMS MEAT AND GROCERY MARKET,1674 1/2 W ADAMS BLVD,90007,2018-05-29,91,A
ADAS TORAH,9040 W PICO BLVD,90035,2018-04-09,98,A
ADASSA'S ISLAND CAFE&ENTERTA,4305 DEGNAN BLVD STE 103,90008,2018-04-19,96,A
ADELA'S MARKET,3213 1/2 S CENTRAL AVE,90011,2018-06-13,92,A
ADELI TA MINI MARKET,4150 S AVALON BLVD,90011,2018-01-02,95,A
ADILENE'S CANDY,4501 S ALAMEDA ST,90058,2018-03-21,99,A
ADLONG MEAT MARKET,1550 W ADAMS BLVD,90007,2018-03-06,93,A
ADMIRALS CLUB,400 WORLD WAY,90045,2018-05-16,95,A
ADMIRALS CLUB,400 WORLD WAY,90045,2018-05-16,82,B
ADMIRALS CLUB,400 WORLD WAY,90045,2018-05-24,93,A
ADMIRALS CLUB,500 WORLD WAY,90045,2018-07-12,90,A
ADU BURGERS,8020 S VERMONT AVE,90044,2018-07-20,91,A
ADU BURGES,8020 S VERMONT AVE,90044,2018-03-29,91,A
ADU BURGES,8020 S VERMONT AVE,90044,2018-06-14,92,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-01-23,96,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-02-14,93,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-02-14,95,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-07-18,96,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-07-18,99,A
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,90016,2018-07-18,98,A
AERO BISTRO-EMBASSY SUITES,9801 AIRPORT BLVD,90045,2018-04-24,94,A
AFC AT RALPHS#100,7257 W SUNSET BLVD,90046,2018-02-13,98,A
AFC AT RALPHS#100,7257 W SUNSET BLVD,90046,2018-06-14,99,A
AFC AT RALPHS#198,9616 W PICO BLVD,90035,2018-01-09,100,A
AFC AT RALPHS#198,9616 W PICO BLVD,90035,2018-07-11,98,A
AFC SUSHI @ PAVILIONS #2229,727 N VINE ST,90038,2018-01-25,99,A
AFC SUSHI @ PAVILIONS #2229,727 N VINE ST,90038,2018-07-19,95,A
AFC SUSHI @ RALPH'S # 156,10309 W OLYMPIC BLVD,90064,2018-01-09,94,A
AFC SUSHI @ RALPH'S # 156,10309 W OLYMPIC BLVD,90064,2018-07-12,98,A
AFC SUSHI @ RALPH'S # 294,2600 S VERMONT AVE,90007,2018-01-18,96,A
AFC SUSHI @ RALPH'S # 294,2600 S VERMONT AVE,90007,2018-06-01,98,A
AFC SUSHI @ RALPH'S #210,11727 OLYMPIC BLVD,90064,2018-01-31,94,A
AFC SUSHI @ RALPH'S #210,11727 OLYMPIC BLVD,90064,2018-05-31,90,A
AFC SUSHI @ RALPH'S #39,260 S LA BREA AVE,90036,2018-06-06,99,A
AFC SUSHI @ RALPH#278,8701 LINCOLN BLVD,90045,2018-04-11,95,A
AFC SUSHI @ RALPHS #16,670 S WESTERN AVE,90010,2018-03-01,98,A
AFC SUSHI @ RALPHS #289,5601 WILSHIRE BLVD,90036,2018-04-11,98,A
AFC SUSHI @ RALPHS #291,4760 W PICO BLVD,90019,2018-04-09,98,A
AFC SUSHI @ RALPHS #291,4760 W PICO BLVD,90019,2018-06-29,99,A
AFC SUSHI @ RALPHS #32,3410 W 3RD ST,90020,2018-03-12,96,A
AFC SUSHI @ RALPHS #32,3410 W 3RD ST,90020,2018-06-07,98,A
AFC SUSHI @ VONS #2261,3461 3RD ST,90220,2018-01-04,99,A
AFC SUSHI @ VONS #2261,3461 3RD ST,90220,2018-05-01,99,A
AFC SUSHI @ VONS #2261,3461 3RD ST,90220,2018-07-23,100,A
AFC SUSHI @ VONS #2655,7311 N FIGUEROA ST,90041,2018-03-21,98,A
AFC SUSHI & VONS #2665,4520 W SUNSET BLVD,90028,2018-01-16,100,A
AFC SUSHI & VONS #2665,4520 W SUNSET BLVD,90028,2018-05-01,100,A
AFC SUSHI & VONS #2665,4520 W SUNSET BLVD,90028,2018-07-17,95,A
AFC SUSHI & VONS #2665,4520 W SUNSET BLVD,90028,2018-07-18,100,A
AFC SUSHI AT RALPH'S #22,645 W 9TH ST # 101,90015,2018-01-24,93,A
AFC SUSHI AT RALPH'S #759,10861 WEYBURN AVE,90024,2018-02-21,95,A
AFC SUSHI AT WALGREENS #1527,1501 N VINE ST,90028,2018-05-30,100,A
AFC SUSHI@RALPHS#185,5245 W CENTINELA AVE,90045,2018-02-21,97,A
AFFAIR WITH MY PLATE,11819 WILSHIRE BLVD # 103,90025,2018-01-18,97,A
AFRICAN MAKOLA SUPERMARKET,2835 S CRENSHAW BLVD,90016,2018-02-06,91,A
AGC LIQUOR,4323 W SUNSET BLVD,90029,2018-07-30,95,A
AGRA CAFE,4325 W SUNSET BLVD,90029,2018-01-04,94,A
AGRA CAFE,4325 W SUNSET BLVD,90029,2018-05-10,92,A
AGRA CAFE,4325 W SUNSET BLVD,90029,2018-07-25,94,A
AGUA #1,4555 E 3RD ST STE #4,90022,2018-07-03,90,A
AGUA ARCO IRIS,1713 E VERNON AVE STE 101,90058,2018-01-23,94,A
AGUA MARKET,757 S FETTERLY AVE # #103,90022,2018-06-06,94,A
AGUILAR MARKET,5171 SANTA MONICA BLVD,90029,2018-01-10,93,A
AGUILAR MARKET,5171 SANTA MONICA BLVD,90029,2018-07-13,98,A
AHF PHARMACY,6210 W SUNSET BLVD,90028,2018-01-08,99,A
AHGASSI GOPCHANG,3744 W 6TH ST,90005,2018-03-06,90,A
AHGASSI GOPCHANG,3744 W 6TH ST,90005,2018-07-12,92,A
AHI POKI,3782 S FIGUEROA ST,90007,2018-06-12,95,A
AHIPOKI BOWL,5553 W SUNSET BLVD # 101,90028,2018-05-29,97,A
AIR CANADA LOUNGE,600 WORLD WAY,90045,2018-01-30,98,A
AIR CANADA LOUNGE,600 WORLD WAY,90045,2018-05-02,95,A
AIRLINER,2419 N BROADWAY,90031,2018-02-07,93,A
AIRLINER,2419 N BROADWAY,90031,2018-04-19,97,A
AIRPORT ARCO MINI MART,9200 S AVIATION BLVD,90045,2018-04-02,95,A
AIRPORT ARCO MINI MART,9200 S AVIATION BLVD,90045,2018-06-20,96,A
AJISEN RAMEN,10250 SANTA MONICA BLVD # # PC1,90067,2018-03-28,91,A
AJJA MARKET,925 N WESTERN AVE,90029,2018-04-24,94,A
AKI LIQUOR,2527 S HILL ST,90007,2018-06-26,98,A
AKI RESTAURANT,11513 SANTA MONICA BLVD,90025,2018-03-14,93,A
AL AND BEAS RESTAURANT,2025 E 1ST ST,90033,2018-04-13,97,A
AL BASCH CHICKEN,7311 W SUNSET BLVD,90046,2018-05-02,95,A
AL LAYALI,980 N LA CIENEGA BLVD,90069,2018-02-08,93,A
AL LAYALI,980 N LA CIENEGA BLVD,90069,2018-07-12,93,A
AL WAZIR CHICKEN,6051 HOLLYWOOD BLVD STE #104,90028,2018-03-28,96,A
AL WAZIR CHICKEN,6051 HOLLYWOOD BLVD STE #104,90028,2018-07-12,97,A
AL'S LIQUOR,10751 S FIGUEROA ST,90061,2018-06-11,93,A
ALADDIN COFFEE SHOP,1150 S HOPE ST,90015,2018-05-04,93,A
ALADIN SWEETS & MARKET,139 S VERMONT AVE,90004,2018-04-24,93,A
ALADIN SWEETS & MARKET,139 S VERMONT AVE,90004,2018-07-11,92,A
ALADIN SWEETS AND MARKET,145 S VERMONT AVE,90004,2018-07-11,93,A
ALAMEDA CARNICERIA,4501 S ALAMEDA ST #P-3,90058,2018-04-09,90,A
ALAMEDA MARKET,4501 S ALAMEDA ST # M1,90058,2018-04-19,97,A
ALAMEDA MARKET,4501 S ALAMEDA ST # #M2,90058,2018-04-19,99,A
ALAMEDA STRIP,4209 S ALAMEDA ST,90058,2018-01-29,90,A
ALAMEDA STRIP,4209 S ALAMEDA ST,90058,2018-06-21,96,A
ALANA'S COFFEE ROASTING,12511 VENICE BLVD,90066,2018-02-28,98,A
ALBA SNACKS & SERVICES,6001 S VERMONT AVE UNIT A-B,90044,2018-06-21,91,A
ALBERTSON'S #387,2035 HILLHURST AVE,90027,2018-04-17,98,A
ALBERTSON'S #387,2035 HILLHURST AVE,90027,2018-04-17,100,A
ALBERTSON'S #387,2035 HILLHURST AVE,90027,2018-07-05,97,A
ALBERTSON'S #387,2035 HILLHURST AVE,90027,2018-07-05,95,A
ALBERTSON'S #387,2035 HILLHURST AVE,90027,2018-07-05,98,A
ALBERTSON'S #4131,3901 S CRENSHAW BLVD,90008,2018-01-24,97,A
ALBERTSON'S #4131,3901 S CRENSHAW BLVD,90008,2018-01-24,95,A
ALBERTSON'S #4131,3901 S CRENSHAW BLVD,90008,2018-05-14,98,A
ALBERTSON'S #4131,3901 S CRENSHAW BLVD,90008,2018-05-14,98,A
ALBERTSON'S #4131,3901 S CRENSHAW BLVD,90008,2018-05-14,98,A
ALCHEMIST COFFEE PROJECT,698 S VERMONT AVE STE 103,90005,2018-04-23,96,A
ALCOHOLICS TOGETHER (AT CTR),1773 GRIFFITH PARK BLVD,90026,2018-05-14,95,A
ALCOVE CAFE & BAKERY,1929 HILLHURST AVE,90027,2018-03-20,91,A
ALCOVE CAFE & BAKERY,1929 HILLHURST AVE,90027,2018-06-07,97,A
ALDEWANIA RESTAURANT,2528 S GRAND AVE,90007,2018-02-08,81,B
ALEJO'S PRESTO TRATTORIA,8343 LINCOLN BLVD,90045,2018-01-10,94,A
ALEJO'S PRESTO TRATTORIA,8343 LINCOLN BLVD,90045,2018-07-17,95,A
ALEJO'S TAKE OUT,8335 S LINCOLN BLVD,90045,2018-06-19,94,A
ALEX,4433 S ALAMEDA ST E26,90058,2018-04-16,98,A
ALEX BURGERS,4767 E OLYMPIC BLVD,90022,2018-03-20,92,A
ALEX FISH MARKET,1451 W MARTIN LUTHER KING JR BLVD,90062,2018-05-18,95,A
ALEX GROCERY,425 E 7TH ST,90014,2018-05-31,96,A
ALEX SANDWICH,1242 S SANTEE ST # A,90015,2018-05-14,92,A
ALEXANDER'S BRITE SPOT,1918 W SUNSET BLVD,90026,2018-03-23,95,A
